abaissé;descendu
renvoyés;retournent
réorganisation;suppression
réorganiser;destructurer
réouverture;inauguration
répand;propageant
répandre;propage
répandu;apparu
répandue;apparue
réparation;maintenance
réparations;usures
réparer;reconstruire
repart;redescend
repartie;bredouille
réparties;distinctes
repartir;regagner
répartir;redistribuer
répartition;dispersion
repas;diners
repasser;javelliser
repenser;revoir
repentir;contrition
répercussion;impacte
répercussions;importantes
répercuter;impacter
repère;ancrage
repérer;traquer
repères;fondements
répertoire;dossier
répète;redis
répété;redit
répétées;permanentes
répètent;produisent
répéter;ressasser
répétés;continuels
répétition;litanie
répétitions;phrases
répit;accalmies
replacer;contextualiser
repli;attentisme
replier;encercler
réplique;fameuse
répliquer;ridiculiser
répondait;expliquait
répondant;formulant
répondent;expriment
répondez;argumentez
répondit;murmura
répondre;satisfaire
réponse;explication
réponses;interrogations
report;rallongement
reportage;interview
reportages;docus
reporté;interrompu
reportée;interrompue
reporter;demander
reporters;cameramen
repos;convalescence
reposant;idyllique
repose;focalise
reposent;supportent
reposer;asseoir
repoussant;retirant
repousse;bloque
repoussée;interrompue
repousser;freiner
repoussoir;caricatural
reprenait;continuait
reprenant;conservant
reprend;abandonne
reprendre;continuer
reprennent;relancent
représailles;vexations
représentait;constituaient
représentant;membre
représentante;directrice
représentants;syndicats
représentatif;typique
représentatifs;parlants
représentation;symbolique
représentations;iconographies
représentativité;pertinence
représente;comporte
représenté;reconnu
représentées;choisies
représentent;forment
représenter;incarner
représentera;produira
répression;contestation
répressive;antisociale
réprimande;sermonner
réprimander;insulter
réprimer;endiguer
reprise;restructuration
repriser;ravauder
reprises;diverses
réprobation;crainte
reprochait;regrettait
reprochant;accusait
reproche;plaint
reprochent;regrettent
reprocher;penser
reproches;compliments
reproduction;copie
reproduire;concevoir
reproduit;illustrant
réprouver;cautionner
reptile;amphibien
républicain;progressiste
républicaine;antinationale
républicaines;bolivariennes
républicains;bonapartistes
république;monarchie
républiques;autocraties
répudiation;bigamie
répugnance;fascination
répugnant;odieux
répugner;chagriner
réputation;sulfureuse
réputées;prestigieuses
réputés;exigeants
requalification;reconversion
requérant;demanderesse
requérante;demanderesses
requête;sentence
requêtes;propositions
requiert;necessite
requin;baleine
requis;suffisants
requise;maximale
requises;remplies
réquisitoire;virulent
rescaper;rammasser
rescapés;orphelins
réseau;interconnecte
réseaux;milieux
réservations;bookings
réserve;refuser
réservé;offert
réservée;ouverte
réservées;interdites
réservent;profitent
réserver;commander
réserves;abondantes
réservoir;couvercle
réservoirs;refroidisseurs
résidant;habite
réside;provient
résidence;villa
résidences;villas
résident;habitent
résidente;immigrante
résidents;habitants
résider;exiler
résidu;filtrat
résidus;polluants
résignation;lassitude
résigner;songer
résilier;souscrire
résille;nylon
résine;plastique
résineux;sapins
résistance;lutte
résistances;pressions
résistant;robuste
résistants;robustes
résiste;succombe
résisté;souffert
résistent;subissent
résister;subir
résolue;satisfaisante
résolutions;prises
résonance;vibrationnelle
résonner;assourdir
résoudre;surmonter
respect;bafouement
respectable;digne
respectant;conformant
respecte;contrevient
respecté;reconnu
respectée;connue
respectées;reconnues
respectent;satisfont
respecter;veiller
respectés;stricts
respectif;initial
respectifs;habituels
respectivement;situent
respectives;originelles
respects;compliments
respectueux;bienveillant
respiration;gestuelle
respire;inhale
respirer;humer
resplendir;flamboyer
resplendissant;majestueux
responsabilité;incombe
responsabilités;fonctions
responsable;coordonnateur
responsables;gestionnaires
resquillant;surfacturant
resquille;triche
ressemblait;servait
ressemblance;dissimilitude
ressemble;rapproche
ressemblent;suivent
ressembler;faire
ressent;transparait
ressentent;parlent
ressentie;palpable
ressentir;souffrir
resserrer;nouer
ressort;coince
ressortir;replonger
ressortissant;immigrant
ressortissants;frontaliers
ressource;composante
ressources;naturelles
ressusciter;renaitre
resta;demeurait
restait;paraissait
restant;demeurer
restants;actuels
restaurant;pizzeria
restaurants;magasins
restauration;sauvegarde
restauré;construit
restaurer;conserver
reste;cependant
resté;demeurait
restée;demeura
restées;demeuraient
restent;seront
rester;maintenir
restera;conservera
resteront;demeurent
restes;fragments
restés;demeuraient
restituer;valoriser
restreindre;inclure
restreint;circonscrit
restreinte;circonscrite
restriction;aucune
restrictions;contraignantes
restrictive;floue
restrictives;rigoureuses
restructuration;refonte
restructurations;reclassements
résultant;engendre
résultat;final
résultats;scores
résulte;implique
résulter;consister
résume;souligne
résumé;document
résument;limitent
résumer;finir
résurgence;persistance
résurrection;parousie
rétabli;interrompu
rétablir;consolider
rétablissement;consolidation
retaper;repeindre
retard;rattrappe
retardé;attendu
retarder;entraver
retards;couacs
retenir;conclure
rétention;refoulement
retentir;vibrer
retentissant;cinglant
retentissement;scandale
retenu;pressenti
retenue;soumise
retenues;admises
retenus;pressentis
réticence;propension
réticences;interrogations
réticent;circonspect
réticents;convaincus
retiendra;oubliera
retient;focalise
rétine;cortex
retire;regagne
retirée;suspendue
retirent;quittent
retirer;abandonner
retombé;ressorti
retombée;revenue
retombées;impact
retomber;revenir
rétorque;insiste
rétorquer;contredire
retour;revenant
retourne;reviens
retourné;ressorti
retournement;repli
retournent;passent
retourner;aller
retours;envois
retrace;relatera
rétracter;raviser
retrait;suspension
retraite;pension
retraité;rentier
retraites;fiscalisation
retraités;smicards
retransmission;captation
rétrécir;allonger
rétrécissement;dilatation
rétribuer;reverser
rétribution;salaire
rétrograde;machiste
rétrograder;remonter
rétrospective;magistrale
retrouvailles;aventures
retrouvait;restait
retrouvant;abandonnant
retrouve;constate
retrouvé;disparu
retrouvée;disparue
retrouvées;apparues
retrouvent;passent
retrouver;reconstituer
retrouvera;rencontrera
retrouvés;ressortis
rétroviseur;clignotants
réuni;rassemblant
réunies;remplies
réunification;renaissance
réunion;convocation
réunions;colloques
réunir;former
réunira;composera
réunis;retrouvent
réunissait;conviait
réunissant;regroupe
réunissent;rejoignent
réunit;rassemblait
réussi;parvenu
réussie;fructueuse
réussir;lancer
réussira;cherchera
réussissent;ratent
réussit;tente
réussite;performance
réussites;maladresses
rêvait;aspirait
revaloriser;consolider
revanchard;arrogant
rêvasser;roupiller
rêvasserie;paresse
revêche;bougon
réveil;matin
réveille;rendort
réveillé;endormis
réveiller;recoucher
réveillon;diner
révéla;rendit
révélait;rapportait
révélant;confirmant
révélateur;ambigu
révélation;troublante
révélations;scandales
révélatrice;anodine
révèle;prouve
révélée;rendue
révélées;apparues
révèlent;indiquent
révéler;montrer
révélés;connus
revenait;retrouvait
revenant;arrivant
revendication;reconnaissance
revendications;demandes
revendiquant;affirmant
revendique;targue
revendiqué;reconnu
revendiquée;connue
revendiquent;proclament
revendiquer;arroger
revendre;brader
revenir;reparler
rêvent;souhaitent
revente;acquisition
revenu;inconditionnel
revenue;descendue
revenus;montants
rêver;croire
réverbération;distorsion
réverbère;trottoir
réverbérer;chatoyer
révérer;adorer
rêverie;introspection
revers;passings
rêves;espoirs
revêt;recouvre
revêtement;hydrofuge
revêtir;porter
rêveur;visionnaire
reviendra;parlera
revienne;refasse
reviennent;passent
revient;quitte
revigorer;requinquer
revirement;surprenant
réviser;potasser
révision;actualisation
revivre;raconter
révocation;bannissement
révocations;revertes
revoir;retrouver
révoltant;navrant
révolte;mutinerie
révolter;rebiffer
révoltes;jacqueries
révolution;renaissance
révolutionnaire;progressiste
révolutionnaires;anarchistes
révolutions;dictatures
revolver;browning
revue;publication
revues;magasines
rez-de-chaussée;vestibule
rhétorique;argumentation
rhinocéros;braconniers
rhumatisme;lumbago
rhume;lumbago
ricaner;marrer
richard;johny
riche;opulente
richelieu;windsor
riches;millionnaires
richesse;magnificence
richesses;profusions
richter;brahms
rideau;volet
ridicule;risiblement
ridiculiser;critiquer
riflard;fourquet
rigide;flexible
rigides;inextensibles
rigidité;lourdeur
rigole;dirait
rigoler;pouffer
rigolo;drole
rigoureuse;prudente
rigueur;souplesse
rincer;tremper
ringard;snobinard
riper;regraver
riposte;violente
rires;pleurs
risée;coqueluche
risible;affligeant
risquait;tarderait
risque;potentiellement
risqué;rentable
risquent;susceptibles
risquer;perdre
risques;facteurs
risquons;pourrons
ristourne;subvention
rites;coutumes
rituel;ancestral
rivage;ponton
rivages;golfes
rival;mentor
rivale;cousine
rivales;voisines
rivaliser;supplanter
rivalité;bagarre
rivalités;luttes
rivaux;concurrent
riverains;promeneurs
rives;estuaire
rivière;berge
rivières;montagnes
rizière;bambouseraie
robert;henri
robes;chemises
robin;margot
robinet;potable
robinets eau;infusibles
robot;cyborg
robots;exosquelettes
robuste;stable
robustesse;polyvalence
rocailleux;aride
rocardien;villepiniste
rocardiens;socialistes
roche;falaise
rochelle;cenon
rocher;piton
rocheux;argileux
rôder;scruter
rôdeur;cambrioleur
rodomontade;balourdise
rogatoire;perquisition
rognon;jambonneau
roitelet;autocrate
rôles;personnages
rolliers;pouillots
romain;antique
romains;campaniens
roman;thriller
romancier;nouvelliste
romanesque;narratologique
romanichel;roussin
romans;novellisations
romantique;baroque
rompre;renoncer
rompt;trahit
rompu;suspendu
rompus;tendus
ronchonner;pleurnicher
ronde;triangulaire
rondes;ovales
ronéo;photocopies
ronflement;stridor
ronfler;hurler
ronger;griffer
rongeur;lagomorphe
roquette;salade
roseau;calame
rosée;ruisselante
roses;blanches
rosette;touffe
rosier;seringat
rosser;alpaguer
rossignol;cygne
rotatif;inclinable
rotation;inclinaison
rôtir;cuire
rôtissoire;tournebroche
rouages;fonctionnement
roublard;fanfaron
roublardise;arrogance
roubles;yuans
rouer;frapper
roues;patins
rouge;blanc
rougeaud;replet
rouge-gorge;merle
rougeoyer;calciner
rouges;blancs
rougir;honte
rouille;moisissure
rouiller;moisir
roulant;glissant
roule;tracte
rouleau;ruban
roulement;tambours
roulent;zigzaguent
rouler;marcher
roulotte;remorque
roumain;lituanien
roumaine;grecque
roumaines;lituaniennes
roumains;turcs
round;match
roupies;lakhs
roupiller;bavasser
rouspéter;pleurnicher
rousseau;nietzsche
rousset;chassagne
roussir;carboniser
route;chemin
routes;villes
routier;trafic
routiers;conducteurs
routine;monotone
rouvrir;refermer
royal;national
royale;nationale
royaume;prince
royauté;monarque
ruban;galon
rubicond;bedonnant
rubrique;onglet
rubriques;pages
ruche;dadant
rucher;nourrisseur
rudes;froids
rudesse;brusquerie
rudimentaire;moderne
ruelles;calades
rugby;handball
rugosité;finesse
rugueux;poisseux
ruine;banqueroute
ruiner;perdre
ruines;remparts
ruisseau;hameau
ruisseler;gorger
rumeur;fausse
rumeurs;fausses
ruminer;somnoler
rupin;bourge
rupture;relation
rural;campagnard
rurale;paysannerie
rurales;montagneuses
ruraux;suburbains
ruser;contenter
russe;moscovite
russes;turques
russophones;ukrainiennes
rustaud;braillard
rustique;rudimentaire
rustre;fourbe
rutabaga;navet
rutilant;resplendissant
rythme;battement
rythmes;balancements
sabine;manon
sabir;jargon
sable;plage
sables;boulants
sabotage;pillage
sabre;glaive
saccadé;poussif
saccage;pille
saccager;saboter
saccharide;glycolipide
saccharine;sucrante
sachant;dirais
sache;veuille
sachem;agnier
sachet;bocal
sacoche;malette
sacré;colossal
sacrée;grande
sacrement;communier
sacrifice;expiation
sacrifices;efforts
sacrifié;trahi
sacrifier;compromettre
sacrilège;parricide
sacro-saint;credo
sagace;clairvoyante
sagacité;intelligence
sage-femme;praticienne
sagement;longtemps
sages;lucides
sagesse;droiture
saignant;steak
saigner;mutiler
saillie;chanfrein
saillir;castrer
saindoux;jambonneau
saine;performante
saint;gobain
sainte;pazanne
saints;synaxaires
saisi;voulu
saisie;subtilisation
saisies;restitutions
saisine;juridictionnalisation
saisir;percevoir
saisissable;intelligible
saisissant;surprenant
saisissante;spectaculaire
saisit;jette
saison;hivernale
saisonnier;ponctuel
saisonnières;trimestrielles
sajous;mongos
salade;mesclun
salades;frites
salaires;revenus
salami;pastrami
salarial;microsocial
salariale;patronale
salariales;collectives
salariaux;globaux
salarié;travailleur
salariés;travailleurs
salaud;putain
sales;malodorantes
saleté;rouille
salière;cuiller
saligaud;trouduc
salin;oxydatif
salinas;dunas
saline;thermale
salir;ternir
salisson;rouillon
salissure;grisaillement
salive;goutant
salle;attenante
salles;cuisines
salon;stand
salons;foires
salopard;voyou
salope;pouffiasse
salopette;barboteuse
salubre;convenable
salue;congratule
salué;applaudie
saluer;complimenter
salut;bonsoir
salutaire;utile
salutation;remerciement
sanction;suspension
sanctionner;responsabiliser
sanctions;coercitives
sanctuaire;tombeau
sandwich;hamburgers
sang-froid;courage
sanglant;tragique
sanglante;vengeresse
sanglants;meurtres
sangle;matelassure
sanglier;cochon
sanglot;glapissement
sangloter;marmonner
sanglots;reniflements
sangsue;squille
sanguine;hormonale
sanguinolent;terrifiant
sanitaire;microbiologique
sanitaires;environnementaux
santé;nutrition
saoudien;irakien
saoul;ivrogne
saper;compromettre
sapes;hideuses
sapeur-pompier;sauveteur
sapeurs;fusiliers
sapin;nordmann
sapins;guirlandes
sarancolin;diamantina
sarcasme;ironique
sardines;bonites
satanique;demoniaque
sataniques;sectaires
satin;mousseline
satire;ironie
satirique;caricaturiste
satiriste;philosophe
satisfaction;contentement
satisfaisant;globalement
satisfaisante;pertinente
satisfait;convaincu
satisfaite;contente
satisfaites;convaincues
satisfaits;inquiets
satisfont;remplissent
saturation;redondance
saturer;distordre
satyre ;bonneteur
sauce;mayonnaise
saucisse;ballotine
saucisson;jambonneau
sauf-conduit;viatique
sauge;basilic
saugrenu;loufoque
saule;feuillu
saumon;turbot
saumurer;portionner
saupoudrer;badigeonner
saura;arrivera
sauraient;semblent
saurait;puisse
saute;retombe
sauté;franchi
sauter;balancer
sauterie;gueuleton
sautiller;gesticuler
sauvage;jungle
sauvages;agrestes
sauve;survit
sauvé;perdu
sauvegarde;conservation
sauvegarder;supprimer
sauver;secourir
sauvés;perdus
sauvetage;remorquage
sauveteurs;ambulanciers
sauveur;justicier
savais;imaginais
savait;reconnaissait
savant;atomiste
savantes;occidentales
savants;traditionnistes
savate;godasse
savates;socques
savent;oublient
saveur;texture
savez;souvenez
savon;dentifrice
savonnage;brossage
savonner;rincer
savons;ignorons
savourer;admirer
savoureux;onctueux
saxon;northumbrien
saxonne;thuringienne
saxons;teutons
scabreux;tendancieux
scandale;controverse
scandales;retentissants
scandaleuse;provocatrice
scandaleux;hallucinant
scandaliser;attrister
scandinaves;danoises
scaphandrier;sauveteur
scarabée;crapaud
sceau;symbolisant
sceaux;pentacles
scélérat;malfaisant
scélératesse;impudence
scellé;conclu
sceller;consolider
scénarios;projets
scénariste;romancier
scènes;saynettes
scepticisme;agacement
sceptique;convaincu
sceptiques;circonspects
schéma;principe
schémas;codes
schizophrénie;psychotique
schlass;chiquet
sciage;raboteuse
sciatique;arthrose
science;psychologie
scientifiques;biologistes
scier;raboter
scindé;divise
scinder;dissocier
scintiller;rougeoyer
scission;restructuration
scolarité;cursus
scoop;reportage
score;goalaverage
scores;stats
scribouillard;paltoquet
scrupule;cynisme
scrupuleuse;prudente
scrupuleusement;consignes
scrupuleux;tatillons
scruter;contempler
scrutin;suffrage
scrutins;electoraux
sculpter;embellir
sculpteur;artiste
sculpture;statuette
sculptures;oeuvres
séance;session
séances;consultations
sécession;insurrection
sèche;grasse
sécher;rincer
sécheresse;inondations
sèches;chaudes
second;premeir
secondaire;principale
secondaires;dramatiques
seconde;cette
secondes;minute
seconds;pourvoyeurs
secouer;cogner
secourir;aider
secours;sauveteurs
secousse;explosion
secousses;soubresauts
secret;polichinelle
secrétaires;assistants
secrète;officieuse
secrètement;cachette
secrètes;furtives
secrets;obscurs
sectateur;apologiste
secteur;agroalimentaire
secteurs;milieux
section;annexe
sections;structures
séculaire;civilisationelle
séculier;monastique
sécurité;protection
sédiment;microplancton
sédition;dissidence
séduction;tromperie
séduire;subjuguer
séduisant;intrigant
séduisante;aguicheuse
séduit;impressionne
segment;volume
séide;nabot
seigle;fromental
seigneur;suzerain
seigneurs;fiefs
seine;nogent
seing;olographe
seins;nibars
séisme;cataclysme
séjour;voyage
séjours;vacances
sélection;liste
sélectionné;retenu
sélectionnées;retenues
sélectionner;rechercher
sélectionnés;retenus
sélective;pertinente
self-control;patience
selle;fourche
seller;horse
selliers;charrons
selon;puisque
semailles;recoltes
semaines;quinze
sémantique;terminologie
semblable;distincte
semblables;bizarres
semblaient;furent
semblait;devenait
semblant;faisant
semble;paraissait
semblé;visiblement
semblée;paraissait
semblent;risquent
sembler;parraitre
semblerait;suppose
semelle;empeignes
semence;germination
semences;plantes
semer;moissonner
séminaire;colloques
séminaires;salons
semis;plantules
semoule;couscous
sénat;questeurs
sénateur;maire
sénateurs;maires
sénatorial;gouvernemental
sénatoriale;gouvernementale
sénatoriales;circonscriptions
senne;palangriers
sensation;picotement
sensationnel;accrocheur
sensations;joies
sensé;apparemment
sensibiliser;alerter
sensibilité;perception
sensibilités;visions
sensible;touchant
sensiblement;davantage
sensibles;attentives
sensualité;charnelle
sensuelle;excitante
sentait;devinait
sentant;retrouvant
sente;comprenne
sentence;verdicts
sentences;comparutions
sentent;voient
senteur;parfums
sentier;longe
sentiment;frustration
sentimental;obsessif
sentimentale;romance
sentiments;fantasmes
sentinelle;estafette
sentir;respirer
seoir;gaigner
séparant;formant
séparation;scission
séparatistes;prorusses
sépare;relie
séparé;distinct
séparée;adjacente
séparées;distinctes
séparément;ensemble
séparent;recroisent
séparer;rapprocher
séparés;distincts
septennat;giscardisme
séquelles;souffrances
séquence;narration
séquences;phrases
serai;viendrai
seraient;fussent
sérail;maquignon
serais;pourrai
serait;semble
séraphique;ineffablement
serbe;bulgare
serbes;albanaises
serein;bienveillant
sereine;prudente
sereinement;avancer
sérénité;sereine
serge;francois
série;saison
séries;diffusions
sérieuse;amusante
sérieusement;douter
sérieuses;vraies
seringue;pissette
serions;sommes
serment;solennelle
sermon;pamphlet
sermonner;enguirlander
serons;sommes
seront;peuvent
serpent;tigre
serpenter;cavaler
serra;glissa
serre;degaz
serré;tordu
serrée;distendue
serrer;casser
serres;hydroponiques
serrés;longs
serrure;loquets
servage;paysannerie
servait;constituait
servant;chargeant
servante;femme
serve;prenne
servent;fournissent
serveuse;hotesse
servi;offert
serviable;gentil
service;personnel
services;administratifs
servie;fournie
serviette;draps
servile;larbin
servir;utiliser
servira;donnera
serviteurs;majordomes
servitude;soumission
seuil;franchissement
seuils;niveaux
seule;autre
seulement;encore
seules;grandes
seuls;vrais
sévère;brutale
sévères;brutales
sévérité;froideur
sévir;bannir
sèvres;niort
sexualité;pornographie
sexuel;extraconjugal
sexuelle;hormonale
sexuelles;reproductives
sexuels;conjugaux
shampoing;lotion
shampooing;lotion
shoot;steal
shopping;boutiques
short;leggins
show-business;vedettariat
sicav;opcvm
sidéré;surpris
sidérurgistes;travailleurs
siège;social
siègent;statuent
sièges;banquettes
siemens;wirlpool
sienne;malheureuse
siennes;habituelles
siens;rivaux
siffler;hurler
sifflet;raclement
sifflets;vuvuzelas
siffloter;marmonner
sigle;monogramme
signal;alarme
signale;remarque
signalent;informent
signaler;notifier
signalisation;guidage
signalons;remarquons
signant;engageant
signataires;initiateurs
signature;paraphe
signatures;propositions
signaux;modulateurs
signe;augure
signé;conclu
signée;conclue
signer;ratifier
signes;distinctifs
signés;conclus
signifiait;supposait
significatif;notable
significatifs;pertinents
signification;terminologie
significative;marquante
significatives;ponctuelles
signifie;indique
signifié;saisi
signifier;traduire
silence;bruit
silences;bruissements
silencieuse;performante
silencieux;respectueux
silène;alabastre
silhouette;sveltesse
silhouettes;fuyantes
silicium;nanocristaux
sillage;propulsant
sillon;creuserait
sillonner;visiter
similaire;ressemblant
similaires;comparables
similarité;frappante
similitude;analogie
similitudes;troublantes
simple;basique
simplement;aussi
simples;rudimentaires
simplet;inintelligent
simplicité;souplesse
simplification;refonte
simplifier;optimiser
simulacre;grotesque
simulation;calcul
simuler;minimiser
simultané;progressif
simultanée;massive
simultanément;plusieurs
sincère;hypocrite
sincèrement;crois
sincérité;justesse
singe;perroquet
singes;vervets
singularité;transcendance
singulier;inhabituel
singulière;marquante
singulièrement;davantage
sinistre;incident
sinistrée;meurtrie
sinistrés;victimes
sinon;pense
sinuer;faufiler
sinueux;anguleux
sioux;navajos
sirène;stridente
sirènes;tritons
sirop;coulis
sites;touristiques
situant;rapprochant
situation;crise
situations;crises
situe;distingue
située;construite
situées;construites
situent;localisent
situer;placer
situés;trouvent
skieur;coureur
skieuse;snowboarder
skipper;navigatrice
slogan;mantra
slogans;graffitis
slovènes;roumains
snack;sandwish
snack-bar;miniclub
snober;gausser
sobre;fioriture
sobriété;transparence
social;institutionnel
sociale;institutionnelle
sociales;humaines
socialisme;marxiste
sociaux;environnementaux
société;firme
sociétés;multinationales
sociologie;philosophie
sociologue;essayiste
sociologues;historiens
socle;couvercle
sodium;disulfite
sœurs;fillettes
software;tuneup
soi-disant;fallacieusement
soient;peuvent
soigné;minutieux
soigner;bichonner
soi-même;autrui
soins;paliatifs
soirées;sessions
soirs;lundis
soixantaine;millier
soixante;quatorze
soixante-dix;quinze
solaire;photovoltaique
soldat;lieutenant
soldats;civils
solde;paiement
soldée;conclue
solder;racheter
soldes;achats
solennel;confraternel
solennelle;majestueuse
solennellement;proclamer
solidaire;associatif
solidaires;fraternels
solidarité;mobilisation
solidarités;sociales
solide;efficace
solides;fiables
soliste;soprano
solistes;chanteurs
solitaire;timide
solitude;errance
solive;lambourde
sollicite;convoque
sollicité;soutenu
solliciter;accorder
sollicités;soutenus
solution;meilleure
solutions;approches
somalie;afghanistan
somalien;afghan
sombre;noirceur
sombrer;basculer
sombres;noirceurs
sommaire;succinte
sommaires;simplistes
sommation;rafale
somme;coquette
sommeil;assoupissement
sommeiller;endormi
sommes;devrions
sommet;niveau
sommets;montagnes
somnolence;hypotension
somnolent;stuporeux
somnoler;pioncer
somptueux;grandiose
somptuosité;raffinement
sonagramme;dutexte
sonate;scherzo
sondages;analyses
sonde;calibration
sonder;recueillir
songe;envisage
songé;voulu
songent;rechignent
songer;commencer
songeur;reveur
sonnaille;tinter
sonne;retentit
sonné;retentit
sonner;biper
sonnerie;carillon
sonnette;tinte
sonore;bruitage
sonores;visuels
sonorité;intonation
sophistiqué;moderne
sophistiquée;performante
sophistiqués;subtils
sorcellerie;occultisme
sorcier;alchimiste
sordide;effroyable
sorgho;triticale
sornettes;menteries
sortait;venait
sortant;dehors
sortants;potentiels
sorte;quelconque
sorte que;tempspour
sortent;reviennent
sortes;multiples
sorti;apparu
sortie;reprise
sorties;excursions
sortilège;incantation
sortir;ouvrir
sortira;cartonnera
sortis;descendus
sottise;mesquinerie
soubassement;linteau
soubresauts;tourments
soubrette;blonde
souche;culture
souci;aucun
soucie;voudrait
soucier;plaindre
soucieuse;exigeante
soucieux;scrupuleux
soucis;probleme
soudain;alors
soudaine;impromptue
soudainement;alors
soudan;somalie
soude;nitre
souder;brasure
soudoyé;ourdi
soudoyer;magouiller
soudure;oxycoupage
soufflé;refroidi
souffler;secouer
soufflet;tirette
souffrait;causait
souffrance;compassion
souffrances;afflictions
souffrant;malades
souffre;subit
souffrent;compatissent
souffrir;ressentir
soufre;sulfures
souhait;envie
souhaitable;inutile
souhaitait;craignait
souhaitant;veulent
souhaite;profite
souhaité;choisi
souhaitée;requise
souhaitent;voudront
souhaiter;penser
souhaiteraient;envisagent
souhaiterait;puisse
souhaitons;envisageons
souhaits;voeux
souiller;contaminer
souillon;malpropre
souillure;impur
soulagé;confiant
soulagement;tristesse
soulager;tranquilliser
soûlard;rougeaud
soûlerie;paillardise
soulève;balaie
soulevé;surgi
soulèvement;putsch
soulever;secouer
soulier;caillou
souliers;bottillons
soulignait;rappelait
souligne;constate
soulignent;notent
souligner;noter
soumet;convoque
soumettre;conformer
soumis;assujettie
soumise;assujetti
soumises;assujettis
soumission;tyrannie
soupape;durit
soupapes;culasse
soupçon;cynisme
soupçonne;croit
soupçonner;redouter
soupçonnés;suspects
soupçonneux;circonspect
soupçons;suspects
soupe;minestrone
souper;collation
soupeser;scruter
soupir;tressaillement
soupirant;sanglotant
soupire;sanglote
soupirer;tressaillir
souple;extensible
souples;larges
souplesse;polyvalence
source;principale
sources;origines
sourcil;arquant
sourd;grondement
sourde;aveugle
sourdine;stridence
sourdre;bruire
sourds;oralistes
souriant;accueillant
souricière;planque
sourire;enjoleur
sourires;baisers
souris;mulots
sourit;rigola
sournois;dangereux
sournoiserie;hypocrisie
souscripteur;cessionnaire
souscrire;renoncer
sous-cutané;adipeux
sous-entendre;insinuer
sous-entendu;explicitement
sous-estimer;relativiser
sous-évaluer;surestimer
sous-marin;scaphandrier
sous-sol;grenier
soustraire;substituer
sous-traitance;filialisation
sous-traitant;constructeur
sous-vêtement;moulant
soute;largable
soutenant;collaborant
souteneur;profiteur
soutenir;poursuivre
soutenu;investi
soutenue;vigoureuse
souterrain;karstique
souterraine;pluviale
souterrains;enfouissements
soutien;renforcement
soutiennent;contestent
soutiens;financements
soutient;accompagne
soutirer;siphonner
souvenir;rappeler
souvenirs;nostalgie
souvent;surtout
souverain;despote
souveraine;monarchie
souverainement;juger
souverains;empereurs
souviennent;parlent
souviens;parlais
souvient;racontait
soviet;politburo
soviétique;communiste
soviétiques;ukrainiens
soyons;redevenons
spacieux;fonctionnel
spasme;tressaillement
spatial;orbital
spatiale;visuo
spatiales;urbaines
speaker;animateur
spécial;mensuel
spéciale;originale
spécialement;surtout
spéciales;ponctuelles
spécialisation;expertise
spécialisé;expert
spécialisée;experte
spécialisées;internationales
spécialisés;professionnels
spécialiste;consultant
spécialistes;connaisseurs
spécialité;discipline
spécialités;saveurs
spéciaux;habituels
spécieux;arguments
spécification;norme
spécificité;importance
spécificités;exigences
spécifié;explicitement
spécifique;particulier
spécifiques;prioritaires
spécimen;fossile
spectacle;concert
spectacles;festivals
spectaculaire;saisissante
spectaculaires;sensationnels
spectateur;protagoniste
spectateurs;participants
spectatrice;cascadeuse
spectre;polarisation
spéculateurs;affairistes
spéculation;boursicotage
spéculations;controverses
speech;transcript
speed;hight
sperme;vagin
sphère;politique
sphères;dimensions
sphérique;oblongue
sphinx;pharaon
spirale;matrice
spiritualité;transcendance
spirituel;culturel
spirituelle;supramentale
spiritueux;mixologistes
splendeur;luxuriance
splendide;belle
sponsor;fournisseur
spontané;progressif
spontanée;brutale
spontanéité;fougue
spontanément;souvent
spore;conidies
sport;natation
sportif;associatif
sportifs;footballeurs
sportive;raonnaise
sportives;locales
sports;nautiques
spoutnik;alunissage
squame;microkyste
squatters;occupants
squelette;osseux
stabilisation;renforcement
stabilisée;affaiblie
stabiliser;redresser
stabilité;souplesse
stable;fragile
stables;satisfaisantes
stade;gymnase
stades;matchs
stage;internship
stages;cursus
stagiaire;enseignant
stagiaires;professeurs
stagnation;croissance
stalinien;fasciste
stalinisme;trotskysme
stalle;mangeoire
stand;showcase
standard;basique
standardisé;conventionnel
standing;palace
stands;magasins
stars;actrices
station;navette
stationnées;garnisons
stationnement;garer
stationnés;patrouillaient
stations;pistes
statistique;analyse
statistiques;descriptives
statu;numerus
statuaire;monumentaliste
statue;figurine
statuer;contester
stature;physionomie
statut;titre
statuts;comptes
steeple;sprint
steeple-chase;hippodromes
stellionat;pornographic
stéréotypes;machistes
stérile;improductif
sterling;pences
stick;chapman
stimulant;encourageant
stimuler;booster
stipulation;compromissoire
stipule;affirme
stipulé;conclu
stock;panier
stockage;archivage
stocker;ranger
stocks;approvisionnement
stoppé;repris
stopper;interrompre
stores;voilages
strabique;multifocale
stranguler;remesurer
stratagème;ruses
strate;basale
stratégie;logique
stratégies;actions
stratégiques;prioritaires
stress;surmenage
strict;normatif
stricte;exigeante
strictes;draconniennes
strident;croassement
structure;dimension
structurel;quantitatif
structurelle;globale
structurels;fonctionnels
structures;configurations
studios;films
stupéfaction;effroi
stupéfait;abasourdie
stupéfiant;incroyable
stupéfiants;psychoactifs
